HR,BP,BT,RR,BS,SPO2,EDA,BVP
59.88,116.3787838,35.89,16,111,99.39442299,0.102773,22.44
59.98,134.2794055,35.89,16,122,98.78154974,0.102773,3.93
60.07,136.5173364,35.89,18,118,98.90250142,0.104055,36.11
60.12,113.8505924,35.91,19,79,97.92240207,0.104055,69.97
60.18,108.7938288,35.91,14,136,97.34777183,0.106617,99.26
60.25,137.1808378,35.91,15,76,99.86265995,0.105336,117.67
59.8,112.0266459,35.91,12,74,99.65353559,0.105336,120.91
59.28,106.5847513,35.89,13,120,98.66190285,0.102773,107.92
58.7,109.7406075,35.89,12,92,99.38692555,0.104055,80.85
58.13,111.9657999,35.89,14,137,99.71416824,0.104055,44.28
57.57,132.8492566,35.89,19,118,96.72399481,0.104055,4.34
57.03,127.7256401,35.91,13,94,98.01461566,0.101492,32.36
56.52,130.7348737,35.91,15,85,96.41258903,0.104055,59.77
56,126.3206972,35.91,16,85,97.46842301,0.104055,73.76
55.48,111.0923976,35.91,18,114,97.29758406,0.102773,73.33
54.93,130.4565428,35.91,19,135,98.46060086,0.105336,61.09
54.42,137.7368074,35.91,19,111,99.97799569,0.102773,42.52
53.88,128.7675482,35.91,12,138,96.79071232,0.100211,24.18
53.33,126.7448386,35.91,16,114,99.04020742,0.104055,11.51
52.75,108.4941824,35.91,17,129,96.82134668,0.101492,7.12
52.6,123.1772562,35.91,14,116,98.2228762,0.102773,10.35
52.58,107.6963801,35.91,17,111,95.19612131,0.102773,17.98
52.53,119.6395821,35.91,13,70,97.20231138,0.102773,25.82
52.5,95.39600041,35.89,14,124,96.35871444,0.101492,30.51
52.5,95.51162396,35.89,18,121,98.23642141,0.105336,30.75
52.55,117.1342847,35.89,13,112,95.80171599,0.101492,27.58
52.65,111.7734049,35.89,14,94,98.45765802,0.102773,23.48
52.75,121.6018079,35.91,17,121,99.44923473,0.102773,20.68
52.73,117.9784713,35.91,13,82,97.82351146,0.101492,19.5
52.78,120.4528618,35.91,19,94,99.72482561,0.101492,17.92
52.83,129.1291116,35.91,15,127,98.51642656,0.102773,12.67
53.12,113.0509657,35.93,12,75,96.81694255,0.100211,1.36
53.4,116.7083428,35.93,15,74,98.50869231,0.101492,15.61
53.7,141.8253183,35.93,19,137,98.19275949,0.102773,34.72
54.03,120.0462619,35.93,14,114,97.37931969,0.101492,50.72
54.42,117.3118429,35.91,14,93,98.21781333,0.104055,59.15
54.8,121.2376905,35.91,17,138,99.52783202,0.102773,58.23
55.15,117.5795344,35.91,15,82,95.20405982,0.101492,49.42
55.5,109.3564156,35.91,16,74,99.86496804,0.102773,36.18
55.88,105.0295524,35.91,17,81,98.00744619,0.100211,21.95
56.27,108.5485299,35.91,18,139,96.75573722,0.100211,8.98
56.68,133.0937878,35.91,17,79,95.41217179,0.100211,1.49
57.05,110.5514212,35.91,17,80,99.58153877,0.100211,8.04
57.42,117.676131,35.89,15,95,95.29041473,0.100211,8.14
57.8,130.5110443,35.89,19,118,96.61202362,0.101492,0.77
58.2,115.8241324,35.89,16,82,98.96461697,0.100211,18.97
58.53,129.5004197,35.89,13,81,97.52850418,0.100211,42.1
58.82,96.88810436,35.91,16,131,98.75264811,0.098929,61.2
59.12,118.0122498,35.91,14,91,98.38758095,0.102773,66.09
59.42,121.1834414,35.91,15,81,98.64823706,0.100211,50.99
59.72,120.3470808,35.91,16,139,97.10821788,0.100211,18.81
60,95.20621953,35.91,16,89,96.25807269,0.098929,18.53
60.03,138.0466897,35.91,12,96,98.69087023,0.101492,45.35
60.12,107.1799058,35.91,14,103,95.14725076,0.098929,50.23
60.17,125.0255569,35.91,16,104,96.49865568,0.100211,32.46
60.2,120.1194642,35.89,16,97,97.13042101,0.100211,3.3
60.27,135.0556429,35.89,12,138,99.318248,0.098929,19.58
60.32,152.8123324,35.89,17,79,95.21293103,0.101492,21.13
60.33,100.6445327,35.89,16,111,97.15908067,0.097648,3.5
60.28,110.2662918,35.91,18,73,98.68504285,0.100211,47.27
60.23,122.8363874,35.91,14,102,98.06558973,0.100211,95.56
60.17,103.4197002,35.91,12,82,96.1051562,0.098929,134.07
60.08,131.7327391,35.91,14,126,98.58498474,0.098929,155.23
60,132.6505893,35.91,18,87,96.84459519,0.100211,160.34
59.93,128.3917361,35.91,18,133,96.71143713,0.098929,157.21
59.92,123.5487263,35.91,19,111,95.69911395,0.100211,154.87
59.93,140.5456317,35.91,15,131,96.94537188,0.098929,158.94
60,102.6656178,35.89,13,125,99.05150601,0.098929,169.45
60.07,120.9790229,35.89,16,134,99.53579095,0.100211,182.33
60.18,108.917957,35.89,15,104,98.04970372,0.100211,192.6
60.28,133.348745,35.89,13,115,99.69437535,0.098929,197.57
60.4,92.49988253,35.89,16,92,96.31457777,0.100211,198.13
60.52,119.578742,35.89,17,79,96.81098664,0.100211,197.33
60.63,125.0285803,35.89,12,111,97.63260079,0.100211,197.66
60.78,105.787618,35.89,14,101,99.81593129,0.100211,198.57
60.92,110.6071495,35.93,19,127,98.85806438,0.100211,195.67
61.02,120.2306847,35.93,19,70,99.5551953,0.098929,182.67
61.13,134.3264457,35.93,15,86,98.32790087,0.098929,154.71
61.22,104.5069616,35.93,13,138,95.23955929,0.100211,111.37
61.28,107.1232509,35.91,13,86,99.67847928,0.101492,57.74
61.35,136.8838166,35.91,18,126,98.37156947,0.098929,3.06
61.25,115.905369,35.91,13,98,98.68965987,0.100211,42.87
61.2,108.3369144,35.91,14,102,99.81479832,0.098929,73.24
61.15,130.930272,35.91,16,123,95.72969731,0.096367,86.56
61.1,112.677045,35.91,18,113,97.56643209,0.098929,86.3
61.03,135.411323,35.91,17,73,95.52691707,0.100211,78.77
60.93,110.0441943,35.91,14,130,95.01040798,0.097648,70.27
60.87,117.6060816,35.93,15,128,95.72790475,0.097648,64.59
60.87,134.174575,35.93,15,138,95.04836376,0.098929,61.96
60.85,116.6060869,35.93,16,132,95.11520288,0.097648,59.78
60.83,131.3407998,35.93,16,139,98.84135603,0.100211,54.54
60.6,119.0167859,35.91,19,98,96.33058585,0.098929,44.04
60.38,149.7253771,35.91,17,107,98.87002947,0.100211,28.93
60.17,143.5316791,35.91,19,89,96.37580442,0.098929,12.52
59.92,100.0785561,35.91,15,78,98.83276814,0.098929,0.94
59.78,127.8336552,35.93,14,127,96.14223853,0.096367,8.41
59.8,107.7539402,35.93,12,115,97.13336132,0.098929,9.8
59.82,122.8726041,35.93,12,137,99.59759016,0.097648,7.99
59.65,121.0255594,35.93,13,120,96.19494052,0.096367,7.37
59.38,104.1691947,35.93,14,105,99.66299398,0.097648,11.49
59.08,135.8772682,35.93,19,82,99.4338777,0.097648,21.34
58.7,123.0495442,35.93,16,122,99.79605509,0.098929,34.52
58.32,115.7297545,35.93,14,95,95.58588927,0.098929,46.16
57.93,113.4283526,35.93,18,72,96.61557277,0.097648,50.78
57.55,122.0966545,35.93,13,92,99.95560864,0.098929,44.5
57.13,126.1188753,35.93,18,121,99.42729318,0.097648,26.75
56.78,118.1253632,35.93,15,115,97.18005585,0.096367,0.56
56.45,90,35.93,19,126,98.18251567,0.098929,28.73
56.1,120.2533607,35.93,13,95,99.81671734,0.097648,55.49
55.75,98.37776908,35.93,15,106,96.64046588,0.096367,75.9
55.42,116.8582115,35.93,14,98,97.21020238,0.096367,88.93
55.08,98.93153614,35.91,13,85,96.55370131,0.097648,95.97
55.05,98.75253547,35.91,14,118,96.67810867,0.097648,99.51
55.03,138.5268273,35.91,16,136,99.73518095,0.096367,101.67
55.07,115.1986203,35.91,12,112,98.18090289,0.100211,103.42
55.12,114.0500676,35.93,14,94,97.66747829,0.098929,104.67
55.13,127.2378607,35.93,13,75,98.93814677,0.096367,104.96
55.17,114.4411422,35.93,19,113,95.45521836,0.097648,104.03
55.2,151.5570914,35.93,15,96,98.46722787,0.097648,102.24
55.3,115.9047036,35.91,15,118,98.79833672,0.096367,100.18
55.38,125.4768812,35.91,12,100,95.63286049,0.097648,98.34
55.47,134.56412,35.91,18,79,99.39569641,0.096367,96.75
55.58,144.0337984,35.91,19,92,97.09345917,0.096367,95.02
55.73,108.869908,35.93,18,98,96.95396514,0.098929,92.49
55.9,113.7305474,35.93,13,72,95.71939306,0.095085,88.59
56.05,139.1188781,35.93,13,93,99.78060315,0.097648,83.2
56.22,132.1509346,35.93,13,86,95.56384076,0.097648,76.96
56.4,136.127639,35.91,16,83,99.95558521,0.096367,71.25
56.65,99.46943185,35.91,14,128,97.69673911,0.095085,67.66
56.85,143.2199963,35.91,12,70,95.58402778,0.096367,67.14
57.05,108.5788869,35.91,16,124,98.41181064,0.096367,69.13
57.22,122.8843947,35.91,12,73,98.09478482,0.096367,71.51
57.33,117.7766568,35.91,15,90,97.7292312,0.096367,71.31
57.43,106.8227575,35.91,16,108,97.51474646,0.096367,65.96
57.58,98.81196355,35.91,12,79,98.88755926,0.097648,54.65
57.77,93.84227825,35.91,17,139,96.9044341,0.095085,38.68
57.98,121.7852761,35.91,15,85,96.63277188,0.096367,20.96
58.18,97.12021365,35.91,13,92,96.79848951,0.096367,4.64
58.33,102.9927661,35.91,14,137,98.00069005,0.097648,8
58.55,116.7294618,35.91,18,136,97.92566946,0.096367,16.24
58.78,90,35.91,18,82,96.31970593,0.096367,20.5
59.02,131.6846957,35.91,12,103,96.80112733,0.097648,21.43
59.1,90,35.91,12,96,96.7315989,0.096367,19.27
59.17,118.8394141,35.93,19,78,98.47931414,0.095085,13.57
59.18,120.2252884,35.93,17,125,98.49822346,0.095085,3.8
59.17,128.0709258,35.93,18,131,98.88159169,0.096367,9.86
59.15,119.374788,35.93,15,121,96.63039665,0.096367,26.04
59.08,150.2686195,35.91,13,78,95.9255565,0.098929,42.35
59.08,123.2447532,35.91,17,101,98.66955769,0.096367,56.15
59.05,135.804186,35.91,19,85,96.29582441,0.096367,65.49
59.05,109.1480579,35.91,18,127,98.24605861,0.096367,69.76
59.07,121.8113521,35.91,13,101,98.4269249,0.095085,69.82
59.07,143.2135514,35.91,16,96,96.44316109,0.095085,67.45
59.05,116.4345731,35.91,13,137,99.85179246,0.095085,64.65
59.05,122.8835215,35.91,15,91,97.35985341,0.093804,62.94
58.9,134.7128017,35.93,15,83,98.26522083,0.093804,63.05
58.63,108.8665572,35.93,15,104,96.81609601,0.093804,64.94
58.4,90,35.93,19,71,96.43807727,0.093804,68.02
58.35,123.8336048,35.93,17,127,96.69375256,0.095085,71.52
58.38,134.8300375,35.91,12,97,98.91032316,0.095085,74.77
58.52,99.72831353,35.91,14,88,99.94030687,0.092523,77.46
58.72,130.0532985,35.91,17,115,97.98623109,0.093804,79.68
58.93,130.1544958,35.91,18,113,98.10238635,0.095085,81.64
59.18,90,35.95,14,131,96.83895322,0.095085,83.44
59.45,105.9556705,35.95,15,81,95.34240554,0.092523,84.74
59.65,114.0625683,35.95,17,71,98.85865873,0.095085,84.85
59.8,117.30564,35.95,17,85,97.97274447,0.093804,82.81
59.95,108.852986,35.93,19,127,95.80725148,0.096367,77.76
60.07,108.0449579,35.93,15,86,96.27389441,0.095085,69.21
60.12,145.0722434,35.93,13,130,99.49850303,0.093804,57.12
60.13,118.386613,35.93,17,75,96.07996864,0.095085,42.06
60.05,109.5743451,35.93,14,109,95.46167028,0.093804,25.15
59.92,119.3824578,35.93,12,112,96.31904311,0.092523,7.97
59.77,128.0563625,35.93,18,95,99.63362247,0.093804,7.7
59.63,120.7743957,35.93,13,98,99.78449077,0.092523,20.38
59.5,116.9140861,35.93,17,80,97.92175465,0.092523,29.36
59.38,110.24975,35.93,19,103,99.48671289,0.092523,34.78
59.3,110.0680373,35.93,19,85,98.25173968,0.092523,37.44
59.27,111.0328742,35.93,18,102,99.1078025,0.096367,38.22
59.23,125.082219,35.93,14,80,97.46235338,0.092523,37.74
59.25,105.0872986,35.93,13,132,96.7875727,0.096367,36.29
59.28,125.8990384,35.93,15,108,98.31884734,0.093804,34.09
59.3,141.1949213,35.93,13,83,95.22393654,0.092523,31.63
59.28,124.8856104,35.93,13,132,97.86742288,0.095085,29.68
59.27,114.4562171,35.93,18,82,95.41202147,0.093804,28.79
59.25,100.5280967,35.93,13,117,98.75798391,0.092523,28.79
59.15,143.6716021,35.93,19,74,96.0860298,0.093804,28.65
58.98,102.4497352,35.93,18,95,99.02676163,0.092523,27
58.73,132.7284305,35.93,13,105,98.51172464,0.093804,23.1
58.47,129.5777679,35.93,15,134,95.65024757,0.095085,17.61
58.22,116.448471,35.93,12,95,98.86133252,0.092523,12.51
57.98,116.0553179,35.93,18,128,98.54473289,0.093804,10.12
57.82,92.46433089,35.93,13,92,99.58822511,0.093804,11.8
57.63,124.950975,35.93,13,74,95.88600091,0.092523,17.06
57.42,129.298895,35.93,12,82,98.62700968,0.092523,23.82
57.18,103.6637983,35.91,12,106,98.74934266,0.092523,29.47
56.95,117.6626779,35.91,12,128,95.31760065,0.093804,32.22
56.72,120.5679287,35.91,18,76,99.30536744,0.091241,31.72
56.57,128.7685894,35.91,18,87,99.81429444,0.093804,28.86
56.35,120.0570461,35.91,18,135,97.99392683,0.092523,24.92
56.12,95.60520969,35.91,17,109,98.45057512,0.093804,20.77
55.88,112.0509335,35.91,16,76,97.28024425,0.093804,16.61
55.8,123.3693868,35.91,17,85,96.03388863,0.093804,12.33
55.73,132.6229251,35.91,19,136,99.19036826,0.092523,7.81
55.72,110.7354509,35.91,16,75,95.67520503,0.092523,3.13
55.73,152.8147481,35.91,19,70,99.1618742,0.092523,1.69
55.75,91.58290397,35.91,12,84,97.40018017,0.093804,6.9
55.78,111.5444974,35.91,12,115,98.0314477,0.093804,12.99
55.8,118.7544959,35.91,15,95,98.6131988,0.091241,20.22
55.82,116.9887625,35.91,15,73,96.0804987,0.093804,28.15
55.8,101.5178651,35.91,12,123,95.53775809,0.093804,35.47
55.75,126.7179262,35.93,13,102,95.95459304,0.096367,40.43
55.72,125.5664108,35.93,19,78,95.55284756,0.093804,41.61
55.68,120.7194217,35.93,18,88,98.77847906,0.101492,38.55
55.65,124.9776579,35.93,18,89,99.30820728,0.102773,31.88
55.6,113.6433538,35.91,12,108,95.4905629,0.102773,22.92
55.52,95.73955575,35.91,12,123,99.22141038,0.105336,13.03
55.43,109.2504019,35.91,12,70,98.44321306,0.10918,3.21
55.35,122.3558187,35.91,18,99,98.72932243,0.107899,6.07
55.22,122.4411662,35.93,15,74,95.1491769,0.10918,14.67
55.02,120.6206858,35.93,12,103,98.8548815,0.107899,22.59
54.78,128.230624,35.93,13,127,95.32911306,0.10918,29.79
54.55,111.2828093,35.93,19,92,96.28376449,0.111743,36.17
54.3,120.4002159,35.97,13,135,95.29107951,0.110461,41.58
54.02,128.5813917,35.97,19,113,95.5529234,0.110461,45.84
53.8,118.7266527,35.97,15,96,97.12837933,0.110461,48.72
53.62,101.3501411,35.97,16,118,95.9093543,0.110461,50
53.45,105.5776745,35.95,16,118,98.83086652,0.10918,49.55
53.33,132.4627849,35.95,12,129,96.46063853,0.110461,47.47
53.28,140.8870824,35.95,16,112,99.68539712,0.113024,44.16
53.32,137.6292466,35.95,12,112,97.25154106,0.111743,40.29
53.37,123.4823392,35.95,12,81,97.81585338,0.111743,36.6
53.48,101.953011,35.95,17,132,99.65559803,0.110461,33.76
53.55,119.9047266,35.95,14,97,95.71987442,0.111743,32.11
53.58,143.433827,35.95,12,95,95.76843569,0.113024,31.67
53.63,129.2773257,35.95,17,117,95.3523013,0.113024,32.11
53.65,116.8878372,35.95,13,88,99.43901044,0.111743,32.83
53.62,129.4293785,35.95,16,137,99.12300147,0.111743,33.25
53.55,100.9590719,35.95,12,83,98.00808812,0.111743,32.9
53.45,109.5649293,35.95,16,73,97.03638188,0.111743,31.6
53.28,103.7371291,35.95,16,83,98.68041912,0.113024,29.49
53.13,127.0435773,35.95,12,133,96.94494218,0.111743,26.9
53.02,130.7115525,35.95,19,129,96.57106815,0.110461,24.18
52.9,117.6926096,35.95,13,80,99.04655651,0.111743,21.57
52.78,106.9060548,35.95,15,108,97.78375156,0.114305,19.11
52.67,119.7037636,35.95,15,138,96.86901972,0.111743,16.67
52.58,112.7013016,35.95,16,138,98.38901513,0.113024,14.03
52.52,108.0574394,35.93,18,80,95.51563741,0.114305,11.01
52.5,125.0849053,35.93,19,107,95.41340751,0.111743,7.56
52.5,108.6301167,35.93,18,98,95.86788035,0.113024,3.74
52.5,96.50475401,35.93,18,117,96.86338164,0.113024,0.29
52.5,99.83828294,35.95,19,113,95.00452257,0.111743,4.4
52.48,95.951093,35.95,15,113,99.25920229,0.114305,8.64
52.48,123.7126787,35.95,19,89,96.88755843,0.111743,13.18
52.47,122.2560816,35.95,17,119,98.15687451,0.111743,18.31
52.43,121.5078014,35.95,13,138,96.6406459,0.113024,24.15
52.38,128.8159748,35.95,15,136,95.42176635,0.113024,30.6
52.33,137.8793828,35.95,19,119,99.05150845,0.114305,37.16
52.28,111.116002,35.95,12,100,96.06231891,0.114305,43.11
52.25,126.0971622,35.95,17,75,99.83176112,0.114305,47.66
52.22,96.30576739,35.95,12,77,95.8038662,0.113024,50.15
52.18,140.6806462,35.95,14,138,97.96080997,0.113024,50.14
52.17,101.3275314,35.95,17,94,98.07472026,0.113024,47.46
52.15,109.3487832,35.95,16,96,95.82103052,0.113024,42.15
52.15,111.0343573,35.95,16,104,99.29069804,0.111743,34.43
52.15,97.10593505,35.95,13,112,96.11265728,0.111743,24.69
52.17,120.4886337,35.95,13,84,98.49100374,0.114305,13.59
52.18,123.208558,35.97,17,112,97.36323955,0.114305,2.02
52.2,117.1587949,35.97,13,73,95.90701371,0.114305,9.02
52.22,96.89628552,35.97,15,126,99.85343301,0.111743,18.54
52.23,149.7507935,35.97,18,124,99.9385706,0.113024,25.87
52.25,128.2384619,35.95,16,111,98.28777503,0.111743,30.75
52.27,159.5133307,35.95,18,115,99.50927938,0.114305,33.39
52.27,107.9233614,35.95,15,88,96.7824858,0.114305,34.28
52.25,134.3682334,35.95,18,78,95.03072022,0.111743,34
52.23,131.6891083,35.93,19,83,98.81837447,0.113024,32.97
52.22,115.6413735,35.93,16,129,96.05967166,0.114305,31.4
52.22,141.1657635,35.93,19,89,99.91466254,0.114305,29.32
52.22,113.9188499,35.93,17,99,97.60249337,0.113024,26.69
52.23,114.5866287,35.93,17,107,96.42886349,0.115587,23.56
52.25,90,35.93,13,76,97.50476692,0.114305,20.11
52.27,126.1354208,35.93,12,125,98.97976743,0.111743,16.62
52.28,100.1173513,35.93,12,124,99.12221232,0.114305,13.38
52.3,111.7391821,35.95,14,132,96.09138965,0.114305,10.56
52.32,104.6067054,35.95,17,70,96.67960337,0.113024,8.2
52.33,114.5065269,35.95,18,131,99.67076246,0.114305,6.22
52.35,126.6582035,35.95,13,119,95.71417515,0.114305,4.47
52.37,120.1671234,35.93,16,136,99.48029088,0.114305,2.8
52.37,130.6446194,35.93,16,117,96.11441193,0.115587,1.09
52.37,138.984443,35.93,18,98,99.95233857,0.114305,0.74
52.32,114.4680609,35.93,18,88,99.01825559,0.114305,2.82
52.3,112.8214914,35.91,14,92,95.75018666,0.114305,5.25
52.23,134.3659148,35.91,14,84,98.84099876,0.113024,8.11
52.22,135.5557093,35.91,15,130,95.9277657,0.113024,11.33
52.22,131.108863,35.91,18,77,97.9078024,0.114305,14.7
52.22,105.7173179,35.95,15,138,95.55358152,0.114305,17.77
52.23,126.339826,35.95,12,90,96.13513309,0.114305,20.1
52.27,121.6420591,35.95,19,131,99.99740727,0.114305,21.42
52.3,135.7879341,35.95,12,87,95.98248367,0.114305,21.79
52.33,111.4069187,35.93,12,102,96.62335342,0.115587,21.51
52.4,95.00084563,35.93,17,136,96.91625424,0.115587,20.96
52.45,130.353552,35.93,14,129,99.37181847,0.115587,20.29
52.48,90,35.93,17,76,98.13487045,0.115587,19.38
52.52,109.0272989,35.93,19,79,97.3847124,0.114305,17.96
52.82,104.6520673,35.93,15,136,97.94812691,0.114305,15.9
53.12,104.5509799,35.93,12,73,98.69927836,0.115587,13.4
53.6,108.7645279,35.93,13,79,97.47186813,0.116868,10.97
54.03,138.2606035,35.93,14,101,97.33488322,0.113024,9.26
54.45,132.3083313,35.93,14,110,96.33028045,0.114305,8.65
54.82,116.2240398,35.93,17,114,95.37453432,0.113024,9.16
55.15,137.0043521,35.93,13,127,96.32771865,0.115587,10.41
55.52,104.0655427,35.93,13,106,97.6258631,0.114305,11.79
55.88,102.0257492,35.93,15,86,95.01031071,0.114305,12.76
56.23,132.9539499,35.93,15,118,99.61421478,0.115587,12.92
56.55,128.6946484,35.93,14,82,95.84395542,0.113024,12.16
56.88,113.096049,35.93,16,97,97.36735184,0.113024,10.59
57.22,102.9680866,35.93,18,101,96.1316267,0.114305,8.58
57.53,141.8959781,35.93,19,93,99.7731892,0.113024,6.67
57.88,94.19846174,35.93,16,87,97.64774921,0.114305,5.35
58.25,111.023611,35.91,18,82,95.38520205,0.113024,4.95
58.67,123.4286479,35.91,18,94,96.68102611,0.113024,5.42
59.07,147.0324721,35.91,17,110,96.2314638,0.114305,6.35
59.45,125.7465032,35.91,15,110,95.35433848,0.113024,7.19
59.85,127.2045698,35.93,15,91,97.20953651,0.114305,7.5
60.23,111.4592445,35.93,12,96,96.38941188,0.114305,7.19
60.65,128.5272034,35.93,13,123,96.90537316,0.114305,6.5
61,121.5796398,35.93,18,120,99.59534981,0.111743,5.73
61.37,96.17303189,35.93,17,97,96.69464115,0.115587,4.9
61.75,131.8940228,35.93,12,102,96.78588014,0.113024,3.56
62.15,134.5559008,35.93,17,102,95.68086036,0.113024,0.94
62.57,132.0504757,35.93,14,117,99.17660503,0.115587,3.55
62.95,120.4999189,35.91,12,85,96.48828628,0.113024,9.89
63.33,105.6573468,35.91,19,111,96.25230939,0.115587,17.32
63.7,90,35.91,14,137,99.84046741,0.113024,24.67
64.1,122.3558041,35.91,12,127,99.1543914,0.114305,30.94
64.45,136.2291309,35.89,14,83,96.34451905,0.114305,35.86
64.77,134.932987,35.89,13,81,99.0873888,0.113024,39.88
65.03,132.2410927,35.89,13,102,96.75494924,0.113024,43.71
65.28,118.8868353,35.89,13,99,96.97037701,0.114305,47.64
65.52,136.3119626,35.91,15,133,98.87389129,0.113024,51.25
65.73,133.8624274,35.91,15,111,97.60677374,0.113024,53.53
65.93,113.6604966,35.91,19,130,96.98851706,0.114305,53.5
66.12,130.1489702,35.91,13,83,96.54790569,0.114305,50.9
66.27,111.9606128,35.89,13,78,95.26055396,0.113024,46.37
66.4,128.1003635,35.89,16,91,95.117174,0.110461,41.12
66.53,100.5132503,35.89,16,103,97.02605082,0.111743,36.27
66.65,101.6668229,35.89,18,110,99.67123444,0.111743,32.41
66.77,135.8731057,35.91,18,96,97.49517174,0.110461,29.37
66.87,134.0634018,35.91,12,131,98.95994932,0.111743,26.62
66.97,129.5041731,35.91,19,77,96.46547945,0.114305,23.63
67.07,121.3195323,35.91,18,97,95.11398449,0.113024,20.19
67.13,90,35.91,14,72,99.34894847,0.114305,16.35
67.18,118.8768609,35.91,16,96,96.59661762,0.113024,12.31
67.22,126.8127475,35.91,16,97,98.26336358,0.114305,8.11
67.25,111.9790013,35.91,15,103,96.02465961,0.114305,3.61
67.28,109.3125871,35.89,17,111,96.13482339,0.113024,1.42
67.3,141.6663058,35.89,13,81,99.13836276,0.114305,7.13
67.33,119.0956651,35.89,18,79,99.87278581,0.115587,13.41
67.35,126.8219275,35.89,12,125,99.34823413,0.111743,19.75
67.4,131.6119719,35.91,13,83,97.83986321,0.111743,25.24
67.45,104.9784439,35.91,18,95,96.95724309,0.113024,28.77
67.5,122.8981113,35.91,13,83,97.97781331,0.113024,29.37
67.55,139.7946674,35.91,13,74,97.04779011,0.114305,26.54
67.6,147.2883477,35.89,19,86,99.23290241,0.115587,20.49
67.37,120.599046,35.89,17,115,96.45132646,0.114305,12.18
67.12,116.4308468,35.89,16,110,99.01287181,0.114305,2.98
66.68,124.035361,35.89,19,89,95.86451977,0.114305,5.72
66.3,123.6545557,35.89,13,129,95.79123105,0.115587,12.96
65.92,140.801371,35.89,12,110,95.47312515,0.115587,18.38
65.58,105.0541247,35.89,17,79,96.75308951,0.114305,22.17
65.32,115.8019037,35.89,19,75,99.27349564,0.113024,24.78
65.02,103.2428801,35.87,17,88,95.16532093,0.114305,26.68
64.75,104.8185767,35.87,13,123,96.42775954,0.113024,28.13
64.5,125.6486102,35.87,18,134,96.61902629,0.111743,29.21
64.27,132.1478676,35.87,13,84,99.42810362,0.113024,29.89
64,110.2591246,35.89,14,101,97.3769167,0.114305,30.15
63.75,131.5814218,35.89,17,129,97.59916233,0.115587,30.04
63.5,136.6736799,35.89,16,85,96.09930746,0.113024,29.65
63.25,149.02059,35.89,14,82,98.60269932,0.115587,29.06
62.97,121.0462027,35.89,18,127,98.11774523,0.116868,28.3
62.62,110.4035321,35.89,15,98,99.47284968,0.114305,27.36
62.27,104.962921,35.89,16,86,98.44323043,0.114305,26.21
61.93,103.473102,35.89,17,125,97.42805411,0.115587,24.89
61.58,138.7467105,35.87,16,97,96.52797271,0.114305,23.5
61.23,97.27356986,35.87,18,96,95.08714804,0.115587,22.15
60.82,138.2662273,35.87,14,87,97.67138111,0.114305,20.85
60.45,106.9733846,35.87,12,110,97.01126948,0.113024,19.6
60.05,109.721907,35.87,12,88,98.03012381,0.115587,18.28
59.63,117.7266682,35.87,14,115,98.71874877,0.114305,16.85
59.2,109.4451818,35.87,18,125,99.24570439,0.114305,15.33
58.75,133.9796963,35.87,13,78,96.22729837,0.114305,13.83
58.32,147.2001593,35.89,18,93,98.22696202,0.114305,12.42
57.97,110.1385176,35.89,15,108,99.88581979,0.115587,11.11
57.68,113.5164324,35.89,18,114,98.99866394,0.115587,9.79
57.38,117.5501879,35.89,12,107,96.92492463,0.114305,8.24
57.15,128.1158515,35.87,17,126,95.63193076,0.114305,6.34
56.95,117.6977358,35.87,13,101,95.93820948,0.115587,4.09
56.8,140.8088612,35.87,13,139,97.72658815,0.115587,1.67
56.63,137.1993587,35.87,13,138,97.53982326,0.116868,0.71
56.48,102.2180647,35.87,14,98,99.06224367,0.115587,2.96
56.35,127.8145225,35.87,14,111,96.39767286,0.116868,5.16
56.2,142.8050886,35.87,18,138,97.8113198,0.115587,7.58
56.03,112.5782858,35.87,12,84,99.65985997,0.115587,10.46
55.88,115.5860269,35.87,16,126,97.9694194,0.114305,13.98
55.72,112.079445,35.87,18,92,95.03966985,0.114305,18.11
55.55,112.3938658,35.87,15,81,98.66528341,0.114305,22.72
55.4,94.97322672,35.87,15,129,97.50584115,0.114305,27.56
55.25,100.0752757,35.84,18,85,95.05790953,0.114305,32.28
55.15,121.1621058,35.84,15,123,97.59796071,0.114305,36.44
55.07,142.7039696,35.84,14,135,96.58135307,0.115587,39.42
54.98,110.7995878,35.84,14,134,98.9715292,0.113024,40.61
54.93,110.3586405,35.84,16,94,97.68229083,0.118149,39.52
54.92,145.5228161,35.84,19,86,95.96704251,0.115587,36.07
54.9,103.3761381,35.84,17,138,95.9730901,0.114305,30.57
54.95,95.08135256,35.84,19,100,99.24379835,0.115587,23.72
55.07,107.5722685,35.84,19,122,96.39489386,0.115587,16.35
55.22,110.0582328,35.84,12,106,95.74262213,0.114305,9.17
55.35,93.78820373,35.84,19,113,95.66627313,0.114305,2.64
55.47,118.0793744,35.84,13,80,98.01510712,0.114305,3.04
55.63,134.2266952,35.87,16,132,99.35557372,0.113024,7.81
55.75,100.7106784,35.87,18,122,98.8512373,0.116868,11.64
55.83,121.3136733,35.87,15,88,97.86642833,0.115587,14.56
55.92,125.9390351,35.87,17,80,98.09658422,0.114305,16.58
55.98,118.7492359,35.84,17,72,96.76219865,0.115587,17.83
56.05,122.7853888,35.84,14,79,99.6831347,0.114305,18.5
56,122.9599089,35.84,16,82,99.16443387,0.115587,18.8
